,Unnamed: 0,lfw_image,lfw_embedding,lfw_image_pemiu,lfw_embedding_pemiu,lfw_filename_raw,gender_official,gender_insightface,gender_insightface_pemiu,img_original_quality
10,10,../data/lfw_align/Aaron_Tippin/Aaron_Tippin_0001.png,../data/features_cleaner/Aaron_Tippin_0001.npy,./sample_images_lfw_pemiu/Aaron_Tippin_0001_pemiu.png,../data/features_cleaner_pemiu/Aaron_Tippin_0001.npy,Aaron_Tippin_0001.png,M,M,F,0.8461220326542843
11,11,../data/lfw_align/Abbas_Kiarostami/Abbas_Kiarostami_0001.png,../data/features_cleaner/Abbas_Kiarostami_0001.npy,./sample_images_lfw_pemiu/Abbas_Kiarostami_0001_pemiu.png,../data/features_cleaner_pemiu/Abbas_Kiarostami_0001.npy,Abbas_Kiarostami_0001.png,M,M,M,0.846069718817727
12,12,../data/lfw_align/Abba_Eban/Abba_Eban_0001.png,../data/features_cleaner/Abba_Eban_0001.npy,./sample_images_lfw_pemiu/Abba_Eban_0001_pemiu.png,../data/features_cleaner_pemiu/Abba_Eban_0001.npy,Abba_Eban_0001.png,M,M,M,0.6466788142346324
13,13,../data/lfw_align/Abdel_Aziz_Al-Hakim/Abdel_Aziz_Al-Hakim_0001.png,../data/features_cleaner/Abdel_Aziz_Al-Hakim_0001.npy,./sample_images_lfw_pemiu/Abdel_Aziz_Al-Hakim_0001_pemiu.png,../data/features_cleaner_pemiu/Abdel_Aziz_Al-Hakim_0001.npy,Abdel_Aziz_Al-Hakim_0001.png,M,M,F,0.6053394789718448
14,14,../data/lfw_align/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.png,../data/features_cleaner/Abdel_Madi_Shabneh_0001.npy,./sample_images_lfw_pemiu/Abdel_Madi_Shabneh_0001_pemiu.png,../data/features_cleaner_pemiu/Abdel_Madi_Shabneh_0001.npy,Abdel_Madi_Shabneh_0001.png,M,M,F,0.8446802550682508
15,15,../data/lfw_align/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.png,../data/features_cleaner/Abdel_Nasser_Assidi_0001.npy,./sample_images_lfw_pemiu/Abdel_Nasser_Assidi_0001_pemiu.png,../data/features_cleaner_pemiu/Abdel_Nasser_Assidi_0001.npy,Abdel_Nasser_Assidi_0001.png,M,M,F,0.7322778507156561
16,16,../data/lfw_align/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.png,../data/features_cleaner/Abdel_Nasser_Assidi_0002.npy,./sample_images_lfw_pemiu/Abdel_Nasser_Assidi_0002_pemiu.png,../data/features_cleaner_pemiu/Abdel_Nasser_Assidi_0002.npy,Abdel_Nasser_Assidi_0002.png,M,M,M,0.7408074894415264
17,17,../data/lfw_align/Abdoulaye_Wade/Abdoulaye_Wade_0001.png,../data/features_cleaner/Abdoulaye_Wade_0001.npy,./sample_images_lfw_pemiu/Abdoulaye_Wade_0001_pemiu.png,../data/features_cleaner_pemiu/Abdoulaye_Wade_0001.npy,Abdoulaye_Wade_0001.png,M,M,F,0.5174593411027099
18,18,../data/lfw_align/Abdoulaye_Wade/Abdoulaye_Wade_0002.png,../data/features_cleaner/Abdoulaye_Wade_0002.npy,./sample_images_lfw_pemiu/Abdoulaye_Wade_0002_pemiu.png,../data/features_cleaner_pemiu/Abdoulaye_Wade_0002.npy,Abdoulaye_Wade_0002.png,M,M,F,0.5952011282399885
19,19,../data/lfw_align/Abdoulaye_Wade/Abdoulaye_Wade_0003.png,../data/features_cleaner/Abdoulaye_Wade_0003.npy,./sample_images_lfw_pemiu/Abdoulaye_Wade_0003_pemiu.png,../data/features_cleaner_pemiu/Abdoulaye_Wade_0003.npy,Abdoulaye_Wade_0003.png,M,M,F,0.35253336522066614
20,20,../data/lfw_align/Abdoulaye_Wade/Abdoulaye_Wade_0004.png,../data/features_cleaner/Abdoulaye_Wade_0004.npy,./sample_images_lfw_pemiu/Abdoulaye_Wade_0004_pemiu.png,../data/features_cleaner_pemiu/Abdoulaye_Wade_0004.npy,Abdoulaye_Wade_0004.png,M,M,F,0.6119434196574707
21,21,../data/lfw_align/Abdulaziz_Kamilov/Abdulaziz_Kamilov_0001.png,../data/features_cleaner/Abdulaziz_Kamilov_0001.npy,./sample_images_lfw_pemiu/Abdulaziz_Kamilov_0001_pemiu.png,../data/features_cleaner_pemiu/Abdulaziz_Kamilov_0001.npy,Abdulaziz_Kamilov_0001.png,M,M,M,0.7674947629100417
22,22,../data/lfw_align/Abdullah/Abdullah_0001.png,../data/features_cleaner/Abdullah_0001.npy,./sample_images_lfw_pemiu/Abdullah_0001_pemiu.png,../data/features_cleaner_pemiu/Abdullah_0001.npy,Abdullah_0001.png,M,M,F,0.7152697369733569
23,23,../data/lfw_align/Abdullah/Abdullah_0002.png,../data/features_cleaner/Abdullah_0002.npy,./sample_images_lfw_pemiu/Abdullah_0002_pemiu.png,../data/features_cleaner_pemiu/Abdullah_0002.npy,Abdullah_0002.png,M,M,F,0.7596210006394476
24,24,../data/lfw_align/Abdullah/Abdullah_0003.png,../data/features_cleaner/Abdullah_0003.npy,./sample_images_lfw_pemiu/Abdullah_0003_pemiu.png,../data/features_cleaner_pemiu/Abdullah_0003.npy,Abdullah_0003.png,M,M,M,0.7772121993097095
25,25,../data/lfw_align/Abdullah/Abdullah_0004.png,../data/features_cleaner/Abdullah_0004.npy,./sample_images_lfw_pemiu/Abdullah_0004_pemiu.png,../data/features_cleaner_pemiu/Abdullah_0004.npy,Abdullah_0004.png,M,M,F,0.6572486835328405
26,26,../data/lfw_align/Abdullah_Ahmad_Badawi/Abdullah_Ahmad_Badawi_0001.png,../data/features_cleaner/Abdullah_Ahmad_Badawi_0001.npy,./sample_images_lfw_pemiu/Abdullah_Ahmad_Badawi_0001_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Ahmad_Badawi_0001.npy,Abdullah_Ahmad_Badawi_0001.png,M,M,F,0.7274147081058553
27,27,../data/lfw_align/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0001.png,../data/features_cleaner/Abdullah_al-Attiyah_0001.npy,./sample_images_lfw_pemiu/Abdullah_al-Attiyah_0001_pemiu.png,../data/features_cleaner_pemiu/Abdullah_al-Attiyah_0001.npy,Abdullah_al-Attiyah_0001.png,M,M,F,0.6386741572272471
28,28,../data/lfw_align/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0002.png,../data/features_cleaner/Abdullah_al-Attiyah_0002.npy,./sample_images_lfw_pemiu/Abdullah_al-Attiyah_0002_pemiu.png,../data/features_cleaner_pemiu/Abdullah_al-Attiyah_0002.npy,Abdullah_al-Attiyah_0002.png,M,M,F,0.7048838671671125
29,29,../data/lfw_align/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0003.png,../data/features_cleaner/Abdullah_al-Attiyah_0003.npy,./sample_images_lfw_pemiu/Abdullah_al-Attiyah_0003_pemiu.png,../data/features_cleaner_pemiu/Abdullah_al-Attiyah_0003.npy,Abdullah_al-Attiyah_0003.png,M,M,M,0.7298541159322657
30,30,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0001.png,../data/features_cleaner/Abdullah_Gul_0001.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0001_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0001.npy,Abdullah_Gul_0001.png,M,M,M,0.7569621152794694
31,31,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0002.png,../data/features_cleaner/Abdullah_Gul_0002.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0002_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0002.npy,Abdullah_Gul_0002.png,M,M,M,0.7405116817496363
32,32,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0003.png,../data/features_cleaner/Abdullah_Gul_0003.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0003_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0003.npy,Abdullah_Gul_0003.png,M,M,M,0.7238607876115223
33,33,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0004.png,../data/features_cleaner/Abdullah_Gul_0004.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0004_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0004.npy,Abdullah_Gul_0004.png,M,M,M,0.7583870706084668
34,34,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0005.png,../data/features_cleaner/Abdullah_Gul_0005.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0005_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0005.npy,Abdullah_Gul_0005.png,M,M,F,0.6520219928374051
35,35,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0006.png,../data/features_cleaner/Abdullah_Gul_0006.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0006_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0006.npy,Abdullah_Gul_0006.png,M,M,F,0.7419347783336173
36,36,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0007.png,../data/features_cleaner/Abdullah_Gul_0007.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0007_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0007.npy,Abdullah_Gul_0007.png,M,M,M,0.7026461651003869
37,37,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0008.png,../data/features_cleaner/Abdullah_Gul_0008.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0008_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0008.npy,Abdullah_Gul_0008.png,M,M,F,0.7745327826493758
38,38,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0009.png,../data/features_cleaner/Abdullah_Gul_0009.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0009_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0009.npy,Abdullah_Gul_0009.png,M,M,M,0.7683998704464341
39,39,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0010.png,../data/features_cleaner/Abdullah_Gul_0010.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0010_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0010.npy,Abdullah_Gul_0010.png,M,M,F,0.7778200539942541
40,40,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0011.png,../data/features_cleaner/Abdullah_Gul_0011.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0011_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0011.npy,Abdullah_Gul_0011.png,M,M,F,0.7599003500854374
41,41,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0012.png,../data/features_cleaner/Abdullah_Gul_0012.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0012_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0012.npy,Abdullah_Gul_0012.png,M,M,F,0.7455927625033142
42,42,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0013.png,../data/features_cleaner/Abdullah_Gul_0013.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0013_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0013.npy,Abdullah_Gul_0013.png,M,M,M,0.7556073792419932
43,43,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0014.png,../data/features_cleaner/Abdullah_Gul_0014.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0014_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0014.npy,Abdullah_Gul_0014.png,M,M,F,0.7974867727074347
44,44,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0015.png,../data/features_cleaner/Abdullah_Gul_0015.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0015_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0015.npy,Abdullah_Gul_0015.png,M,M,M,0.6356130786216628
45,45,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0016.png,../data/features_cleaner/Abdullah_Gul_0016.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0016_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0016.npy,Abdullah_Gul_0016.png,M,M,F,0.32238504297450454
46,46,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0017.png,../data/features_cleaner/Abdullah_Gul_0017.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0017_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0017.npy,Abdullah_Gul_0017.png,M,M,M,0.7627573808797911
47,47,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0018.png,../data/features_cleaner/Abdullah_Gul_0018.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0018_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0018.npy,Abdullah_Gul_0018.png,M,M,F,0.6813383311478864
48,48,../data/lfw_align/Abdullah_Gul/Abdullah_Gul_0019.png,../data/features_cleaner/Abdullah_Gul_0019.npy,./sample_images_lfw_pemiu/Abdullah_Gul_0019_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Gul_0019.npy,Abdullah_Gul_0019.png,M,M,F,0.6839087017501467
49,49,../data/lfw_align/Abdullah_Nasseef/Abdullah_Nasseef_0001.png,../data/features_cleaner/Abdullah_Nasseef_0001.npy,./sample_images_lfw_pemiu/Abdullah_Nasseef_0001_pemiu.png,../data/features_cleaner_pemiu/Abdullah_Nasseef_0001.npy,Abdullah_Nasseef_0001.png,M,M,F,0.6202174176204033
50,50,../data/lfw_align/Abdullatif_Sener/Abdullatif_Sener_0001.png,../data/features_cleaner/Abdullatif_Sener_0001.npy,./sample_images_lfw_pemiu/Abdullatif_Sener_0001_pemiu.png,../data/features_cleaner_pemiu/Abdullatif_Sener_0001.npy,Abdullatif_Sener_0001.png,M,M,F,0.7736880577940058
51,51,../data/lfw_align/Abdullatif_Sener/Abdullatif_Sener_0002.png,../data/features_cleaner/Abdullatif_Sener_0002.npy,./sample_images_lfw_pemiu/Abdullatif_Sener_0002_pemiu.png,../data/features_cleaner_pemiu/Abdullatif_Sener_0002.npy,Abdullatif_Sener_0002.png,M,M,F,0.8518512059743154
52,52,../data/lfw_align/Abdul_Majeed_Shobokshi/Abdul_Majeed_Shobokshi_0001.png,../data/features_cleaner/Abdul_Majeed_Shobokshi_0001.npy,./sample_images_lfw_pemiu/Abdul_Majeed_Shobokshi_0001_pemiu.png,../data/features_cleaner_pemiu/Abdul_Majeed_Shobokshi_0001.npy,Abdul_Majeed_Shobokshi_0001.png,M,M,F,0.5786170818953494
53,53,../data/lfw_align/Abdul_Rahman/Abdul_Rahman_0001.png,../data/features_cleaner/Abdul_Rahman_0001.npy,./sample_images_lfw_pemiu/Abdul_Rahman_0001_pemiu.png,../data/features_cleaner_pemiu/Abdul_Rahman_0001.npy,Abdul_Rahman_0001.png,M,M,F,0.7211242904443321
54,54,../data/lfw_align/Abel_Aguilar/Abel_Aguilar_0001.png,../data/features_cleaner/Abel_Aguilar_0001.npy,./sample_images_lfw_pemiu/Abel_Aguilar_0001_pemiu.png,../data/features_cleaner_pemiu/Abel_Aguilar_0001.npy,Abel_Aguilar_0001.png,M,M,F,0.7948774543041092
55,55,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0001.png,../data/features_cleaner/Abel_Pacheco_0001.npy,./sample_images_lfw_pemiu/Abel_Pacheco_0001_pemiu.png,../data/features_cleaner_pemiu/Abel_Pacheco_0001.npy,Abel_Pacheco_0001.png,M,M,F,0.8049972156395752
56,56,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0002.png,../data/features_cleaner/Abel_Pacheco_0002.npy,./sample_images_lfw_pemiu/Abel_Pacheco_0002_pemiu.png,../data/features_cleaner_pemiu/Abel_Pacheco_0002.npy,Abel_Pacheco_0002.png,M,M,F,0.8190260938455078
57,57,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0003.png,../data/features_cleaner/Abel_Pacheco_0003.npy,./sample_images_lfw_pemiu/Abel_Pacheco_0003_pemiu.png,../data/features_cleaner_pemiu/Abel_Pacheco_0003.npy,Abel_Pacheco_0003.png,M,M,M,0.8294225174788812
58,58,../data/lfw_align/Abel_Pacheco/Abel_Pacheco_0004.png,../data/features_cleaner/Abel_Pacheco_0004.npy,./sample_images_lfw_pemiu/Abel_Pacheco_0004_pemiu.png,../data/features_cleaner_pemiu/Abel_Pacheco_0004.npy,Abel_Pacheco_0004.png,M,M,F,0.8457111891483097
59,59,../data/lfw_align/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0001.png,../data/features_cleaner/Abid_Hamid_Mahmud_Al-Tikriti_0001.npy,./sample_images_lfw_pemiu/Abid_Hamid_Mahmud_Al-Tikriti_0001_pemiu.png,../data/features_cleaner_pemiu/Abid_Hamid_Mahmud_Al-Tikriti_0001.npy,Abid_Hamid_Mahmud_Al-Tikriti_0001.png,M,M,F,0.0
60,60,../data/lfw_align/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0002.png,../data/features_cleaner/Abid_Hamid_Mahmud_Al-Tikriti_0002.npy,./sample_images_lfw_pemiu/Abid_Hamid_Mahmud_Al-Tikriti_0002_pemiu.png,../data/features_cleaner_pemiu/Abid_Hamid_Mahmud_Al-Tikriti_0002.npy,Abid_Hamid_Mahmud_Al-Tikriti_0002.png,M,M,M,0.4028294293239653
61,61,../data/lfw_align/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0003.png,../data/features_cleaner/Abid_Hamid_Mahmud_Al-Tikriti_0003.npy,./sample_images_lfw_pemiu/Abid_Hamid_Mahmud_Al-Tikriti_0003_pemiu.png,../data/features_cleaner_pemiu/Abid_Hamid_Mahmud_Al-Tikriti_0003.npy,Abid_Hamid_Mahmud_Al-Tikriti_0003.png,M,M,F,0.5040961217862856
62,62,../data/lfw_align/Abner_Martinez/Abner_Martinez_0001.png,../data/features_cleaner/Abner_Martinez_0001.npy,./sample_images_lfw_pemiu/Abner_Martinez_0001_pemiu.png,../data/features_cleaner_pemiu/Abner_Martinez_0001.npy,Abner_Martinez_0001.png,M,F,F,0.7584745456945942
63,63,../data/lfw_align/Abraham_Foxman/Abraham_Foxman_0001.png,../data/features_cleaner/Abraham_Foxman_0001.npy,./sample_images_lfw_pemiu/Abraham_Foxman_0001_pemiu.png,../data/features_cleaner_pemiu/Abraham_Foxman_0001.npy,Abraham_Foxman_0001.png,M,M,F,0.9175363462392127
64,64,../data/lfw_align/Aby_Har-Even/Aby_Har-Even_0001.png,../data/features_cleaner/Aby_Har-Even_0001.npy,./sample_images_lfw_pemiu/Aby_Har-Even_0001_pemiu.png,../data/features_cleaner_pemiu/Aby_Har-Even_0001.npy,Aby_Har-Even_0001.png,M,M,M,0.6912775128367733
65,65,../data/lfw_align/Adam_Ant/Adam_Ant_0001.png,../data/features_cleaner/Adam_Ant_0001.npy,./sample_images_lfw_pemiu/Adam_Ant_0001_pemiu.png,../data/features_cleaner_pemiu/Adam_Ant_0001.npy,Adam_Ant_0001.png,M,M,F,0.8703882671875345
66,66,../data/lfw_align/Adam_Freier/Adam_Freier_0001.png,../data/features_cleaner/Adam_Freier_0001.npy,./sample_images_lfw_pemiu/Adam_Freier_0001_pemiu.png,../data/features_cleaner_pemiu/Adam_Freier_0001.npy,Adam_Freier_0001.png,M,M,F,0.7632401969180732
67,67,../data/lfw_align/Adam_Herbert/Adam_Herbert_0001.png,../data/features_cleaner/Adam_Herbert_0001.npy,./sample_images_lfw_pemiu/Adam_Herbert_0001_pemiu.png,../data/features_cleaner_pemiu/Adam_Herbert_0001.npy,Adam_Herbert_0001.png,M,M,M,0.6777106949400445
68,68,../data/lfw_align/Adam_Kennedy/Adam_Kennedy_0001.png,../data/features_cleaner/Adam_Kennedy_0001.npy,./sample_images_lfw_pemiu/Adam_Kennedy_0001_pemiu.png,../data/features_cleaner_pemiu/Adam_Kennedy_0001.npy,Adam_Kennedy_0001.png,M,M,F,0.8464500786885477
69,69,../data/lfw_align/Adam_Mair/Adam_Mair_0001.png,../data/features_cleaner/Adam_Mair_0001.npy,./sample_images_lfw_pemiu/Adam_Mair_0001_pemiu.png,../data/features_cleaner_pemiu/Adam_Mair_0001.npy,Adam_Mair_0001.png,M,F,F,0.836104577556518
70,70,../data/lfw_align/Adam_Rich/Adam_Rich_0001.png,../data/features_cleaner/Adam_Rich_0001.npy,./sample_images_lfw_pemiu/Adam_Rich_0001_pemiu.png,../data/features_cleaner_pemiu/Adam_Rich_0001.npy,Adam_Rich_0001.png,M,M,M,0.802161188395636
71,71,../data/lfw_align/Adam_Sandler/Adam_Sandler_0001.png,../data/features_cleaner/Adam_Sandler_0001.npy,./sample_images_lfw_pemiu/Adam_Sandler_0001_pemiu.png,../data/features_cleaner_pemiu/Adam_Sandler_0001.npy,Adam_Sandler_0001.png,M,M,M,0.8553480722218935
72,72,../data/lfw_align/Adam_Sandler/Adam_Sandler_0002.png,../data/features_cleaner/Adam_Sandler_0002.npy,./sample_images_lfw_pemiu/Adam_Sandler_0002_pemiu.png,../data/features_cleaner_pemiu/Adam_Sandler_0002.npy,Adam_Sandler_0002.png,M,M,F,0.7042155713012126
73,73,../data/lfw_align/Adam_Sandler/Adam_Sandler_0003.png,../data/features_cleaner/Adam_Sandler_0003.npy,./sample_images_lfw_pemiu/Adam_Sandler_0003_pemiu.png,../data/features_cleaner_pemiu/Adam_Sandler_0003.npy,Adam_Sandler_0003.png,M,M,F,0.8380016415655619
74,74,../data/lfw_align/Adam_Sandler/Adam_Sandler_0004.png,../data/features_cleaner/Adam_Sandler_0004.npy,./sample_images_lfw_pemiu/Adam_Sandler_0004_pemiu.png,../data/features_cleaner_pemiu/Adam_Sandler_0004.npy,Adam_Sandler_0004.png,M,M,M,0.8383475160948933
75,75,../data/lfw_align/Adam_Scott/Adam_Scott_0001.png,../data/features_cleaner/Adam_Scott_0001.npy,./sample_images_lfw_pemiu/Adam_Scott_0001_pemiu.png,../data/features_cleaner_pemiu/Adam_Scott_0001.npy,Adam_Scott_0001.png,M,M,F,0.46505569237142025
76,76,../data/lfw_align/Adam_Scott/Adam_Scott_0002.png,../data/features_cleaner/Adam_Scott_0002.npy,./sample_images_lfw_pemiu/Adam_Scott_0002_pemiu.png,../data/features_cleaner_pemiu/Adam_Scott_0002.npy,Adam_Scott_0002.png,M,M,F,0.7253379417527906
77,77,../data/lfw_align/Adelina_Avila/Adelina_Avila_0001.png,../data/features_cleaner/Adelina_Avila_0001.npy,./sample_images_lfw_pemiu/Adelina_Avila_0001_pemiu.png,../data/features_cleaner_pemiu/Adelina_Avila_0001.npy,Adelina_Avila_0001.png,F,F,F,0.8469643369109137
78,78,../data/lfw_align/Adel_Al-Jubeir/Adel_Al-Jubeir_0001.png,../data/features_cleaner/Adel_Al-Jubeir_0001.npy,./sample_images_lfw_pemiu/Adel_Al-Jubeir_0001_pemiu.png,../data/features_cleaner_pemiu/Adel_Al-Jubeir_0001.npy,Adel_Al-Jubeir_0001.png,M,M,F,0.7927046101775024
79,79,../data/lfw_align/Adel_Al-Jubeir/Adel_Al-Jubeir_0002.png,../data/features_cleaner/Adel_Al-Jubeir_0002.npy,./sample_images_lfw_pemiu/Adel_Al-Jubeir_0002_pemiu.png,../data/features_cleaner_pemiu/Adel_Al-Jubeir_0002.npy,Adel_Al-Jubeir_0002.png,M,M,F,0.7108679627825991
80,80,../data/lfw_align/Adel_Al-Jubeir/Adel_Al-Jubeir_0003.png,../data/features_cleaner/Adel_Al-Jubeir_0003.npy,./sample_images_lfw_pemiu/Adel_Al-Jubeir_0003_pemiu.png,../data/features_cleaner_pemiu/Adel_Al-Jubeir_0003.npy,Adel_Al-Jubeir_0003.png,M,M,M,0.7326978554248336
81,81,../data/lfw_align/Adisai_Bodharamik/Adisai_Bodharamik_0001.png,../data/features_cleaner/Adisai_Bodharamik_0001.npy,./sample_images_lfw_pemiu/Adisai_Bodharamik_0001_pemiu.png,../data/features_cleaner_pemiu/Adisai_Bodharamik_0001.npy,Adisai_Bodharamik_0001.png,M,M,F,0.7096374939044012
