a_img,a_embedding,a_embedding_pemiu,a_embedding_pemiu_reconstructed,b_img,b_embedding,b_embedding_pemiu,b_embedding_pemiu_reconstructed,genuine,cos_dist_real,cos_dist_target_a_real_vs_target_a_pemiu,cos_dist_target_a_pemiu_vs_target_b_real,cos_dist_target_a_real_vs_target_a_pemiu_reconstructed,cos_dist_real_normalized,cos_dist_target_a_real_vs_target_a_pemiu_normalized,cos_dist_target_a_pemiu_vs_target_b_real_normalized,cos_dist_target_a_real_vs_target_a_pemiu_reconstructed_normalized
../data/lfw/Alanis_Morissette/Alanis_Morissette_0001.jpg,../data/features_cleaner/Alanis_Morissette_0001.npy,../data/lfw_embeddings_pemiu/Alanis_Morissette_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Alanis_Morissette_0001.npy,../data/lfw/Martin_Cauchon/Martin_Cauchon_0001.jpg,../data/features_cleaner/Martin_Cauchon_0001.npy,../data/lfw_embeddings_pemiu/Martin_Cauchon_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Martin_Cauchon_0001.npy,False,-0.06511322469032442,0.10830054902967554,-0.08561586703439014,0.05405215836000262,0.14001594548038335,0.5181395474672327,0.1343219577630293,0.1966459700100286
../data/lfw/Alexander_Lukashenko/Alexander_Lukashenko_0001.jpg,../data/features_cleaner/Alexander_Lukashenko_0001.npy,../data/lfw_embeddings_pemiu/Alexander_Lukashenko_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Alexander_Lukashenko_0001.npy,../data/lfw/Heather_Chinnock/Heather_Chinnock_0001.jpg,../data/features_cleaner/Heather_Chinnock_0001.npy,../data/lfw_embeddings_pemiu/Heather_Chinnock_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Heather_Chinnock_0001.npy,False,0.008650272299455003,0.045953011916180495,0.08861682756827552,0.061394605553949266,0.20112249159308013,0.3986982138346751,0.49308282580549784,0.2028816040308422
../data/lfw/Alfonso_Cuaron/Alfonso_Cuaron_0001.jpg,../data/features_cleaner/Alfonso_Cuaron_0001.npy,../data/lfw_embeddings_pemiu/Alfonso_Cuaron_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Alfonso_Cuaron_0001.npy,../data/lfw/Jason_Priestley/Jason_Priestley_0001.jpg,../data/features_cleaner/Jason_Priestley_0001.npy,../data/lfw_embeddings_pemiu/Jason_Priestley_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Jason_Priestley_0001.npy,False,0.0964926444356344,0.1510696546018725,-0.009276389850344118,0.0943271687170208,0.27389214301472936,0.6000738025207359,0.2915118420319578,0.23084985573601546
../data/lfw/Alfonso_Cuaron/Alfonso_Cuaron_0001.jpg,../data/features_cleaner/Alfonso_Cuaron_0001.npy,../data/lfw_embeddings_pemiu/Alfonso_Cuaron_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Alfonso_Cuaron_0001.npy,../data/lfw/Patty_Schnyder/Patty_Schnyder_0002.jpg,../data/features_cleaner/Patty_Schnyder_0002.npy,../data/lfw_embeddings_pemiu/Patty_Schnyder_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Patty_Schnyder_0002.npy,False,-0.0757830348427087,0.1510696546018725,0.030422343808527517,0.0943271687170208,0.1311769495989824,0.6000738025207359,0.3732551232233723,0.23084985573601546
../data/lfw/Alfonso_Soriano/Alfonso_Soriano_0001.jpg,../data/features_cleaner/Alfonso_Soriano_0001.npy,../data/lfw_embeddings_pemiu/Alfonso_Soriano_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Alfonso_Soriano_0001.npy,../data/lfw/Bill_Nelson/Bill_Nelson_0002.jpg,../data/features_cleaner/Bill_Nelson_0002.npy,../data/lfw_embeddings_pemiu/Bill_Nelson_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Bill_Nelson_0002.npy,False,-0.08798337531081166,-0.04620961230401935,0.008981698569126924,0.14658920471373715,0.1210700444517382,0.2221390864404631,0.3291068965371032,0.27523382215075287
../data/lfw/Alfonso_Soriano/Alfonso_Soriano_0001.jpg,../data/features_cleaner/Alfonso_Soriano_0001.npy,../data/lfw_embeddings_pemiu/Alfonso_Soriano_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Alfonso_Soriano_0001.npy,../data/lfw/Julio_De_Brun/Julio_De_Brun_0001.jpg,../data/features_cleaner/Julio_De_Brun_0001.npy,../data/lfw_embeddings_pemiu/Julio_De_Brun_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Julio_De_Brun_0001.npy,False,-0.0009383001405725659,-0.04620961230401935,-0.02627489709774063,0.14658920471373715,0.19317920571493552,0.2221390864404631,0.2565103790206128,0.27523382215075287
../data/lfw/Alfonso_Soriano/Alfonso_Soriano_0001.jpg,../data/features_cleaner/Alfonso_Soriano_0001.npy,../data/lfw_embeddings_pemiu/Alfonso_Soriano_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Alfonso_Soriano_0001.npy,../data/lfw/Patty_Schnyder/Patty_Schnyder_0003.jpg,../data/features_cleaner/Patty_Schnyder_0003.npy,../data/lfw_embeddings_pemiu/Patty_Schnyder_0003.npy,../data/lfw_embeddings_pemiu_reconstructed/Patty_Schnyder_0003.npy,False,-0.05235415071792286,-0.04620961230401935,0.006459754635410153,0.14658920471373715,0.15058571201623366,0.2221390864404631,0.3239139860051391,0.27523382215075287
../data/lfw/Alonzo_Mourning/Alonzo_Mourning_0001.jpg,../data/features_cleaner/Alonzo_Mourning_0001.npy,../data/lfw_embeddings_pemiu/Alonzo_Mourning_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Alonzo_Mourning_0001.npy,../data/lfw/Cecilia_Cheung/Cecilia_Cheung_0001.jpg,../data/features_cleaner/Cecilia_Cheung_0001.npy,../data/lfw_embeddings_pemiu/Cecilia_Cheung_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Cecilia_Cheung_0001.npy,False,0.11974979467920177,0.05712474465562901,0.06736514552224009,0.04592671817853081,0.2931586390704326,0.42010028870664967,0.4493236914157943,0.18974537271714734
../data/lfw/Amber_Tamblyn/Amber_Tamblyn_0002.jpg,../data/features_cleaner/Amber_Tamblyn_0002.npy,../data/lfw_embeddings_pemiu/Amber_Tamblyn_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Amber_Tamblyn_0002.npy,../data/lfw/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,../data/features_cleaner/Benjamin_Netanyahu_0001.npy,../data/lfw_embeddings_pemiu/Benjamin_Netanyahu_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Benjamin_Netanyahu_0001.npy,False,0.09671005376777328,-0.0014027827678434164,-0.011667865979289377,0.19815123541273091,0.27407224745556835,0.30797707978261135,0.2865875765037237,0.3190233032755141
../data/lfw/Amporn_Falise/Amporn_Falise_0001.jpg,../data/features_cleaner/Amporn_Falise_0001.npy,../data/lfw_embeddings_pemiu/Amporn_Falise_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Amporn_Falise_0001.npy,../data/lfw/Joe_Pantoliano/Joe_Pantoliano_0001.jpg,../data/features_cleaner/Joe_Pantoliano_0001.npy,../data/lfw_embeddings_pemiu/Joe_Pantoliano_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Joe_Pantoliano_0001.npy,False,-0.11013303504034096,-0.004225518399858707,-0.00235891028081925,-0.014180694944892467,0.10272100652813539,0.3025694674856523,0.30575555777479413,0.13869865487564595
../data/lfw/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002.jpg,../data/features_cleaner/Anders_Fogh_Rasmussen_0002.npy,../data/lfw_embeddings_pemiu/Anders_Fogh_Rasmussen_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Anders_Fogh_Rasmussen_0002.npy,../data/lfw/Johnson_Panjaitan/Johnson_Panjaitan_0002.jpg,../data/features_cleaner/Johnson_Panjaitan_0002.npy,../data/lfw_embeddings_pemiu/Johnson_Panjaitan_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Johnson_Panjaitan_0002.npy,False,0.11570948453205203,-0.16216465495961668,0.015727611877865103,0.06304584516411717,0.2898115987538569,0.0,0.34299734184015784,0.20428393292987287
../data/lfw/Andre_Bucher/Andre_Bucher_0001.jpg,../data/features_cleaner/Andre_Bucher_0001.npy,../data/lfw_embeddings_pemiu/Andre_Bucher_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Andre_Bucher_0001.npy,../data/lfw/Joseph_Ralston/Joseph_Ralston_0001.jpg,../data/features_cleaner/Joseph_Ralston_0001.npy,../data/lfw_embeddings_pemiu/Joseph_Ralston_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Joseph_Ralston_0001.npy,False,0.02806504276264826,0.0354211835253464,-0.014207469544388425,0.05476774957125233,0.21720591516966198,0.37852202585950995,0.28135830319439187,0.19725369176600427
../data/lfw/Andre_Bucher/Andre_Bucher_0001.jpg,../data/features_cleaner/Andre_Bucher_0001.npy,../data/lfw_embeddings_pemiu/Andre_Bucher_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Andre_Bucher_0001.npy,../data/lfw/Maria_Garcia/Maria_Garcia_0001.jpg,../data/features_cleaner/Maria_Garcia_0001.npy,../data/lfw_embeddings_pemiu/Maria_Garcia_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Maria_Garcia_0001.npy,False,0.04519869675633478,0.0354211835253464,0.006710892832660227,0.05476774957125233,0.23139963510662845,0.37852202585950995,0.32443110225504573,0.19725369176600427
../data/lfw/Andrew_Gilligan/Andrew_Gilligan_0001.jpg,../data/features_cleaner/Andrew_Gilligan_0001.npy,../data/lfw_embeddings_pemiu/Andrew_Gilligan_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Andrew_Gilligan_0001.npy,../data/lfw/Henry_Castellanos/Henry_Castellanos_0001.jpg,../data/features_cleaner/Henry_Castellanos_0001.npy,../data/lfw_embeddings_pemiu/Henry_Castellanos_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Henry_Castellanos_0001.npy,False,0.14241355426166824,0.008189770045921366,0.031187992402457194,-0.012079619287375977,0.3119335633423249,0.32635386504248676,0.3748316628894787,0.14048301075921493
../data/lfw/Andrew_Shutley/Andrew_Shutley_0001.jpg,../data/features_cleaner/Andrew_Shutley_0001.npy,../data/lfw_embeddings_pemiu/Andrew_Shutley_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Andrew_Shutley_0001.npy,../data/lfw/Edmund_Stoiber/Edmund_Stoiber_0005.jpg,../data/features_cleaner/Edmund_Stoiber_0005.npy,../data/lfw_embeddings_pemiu/Edmund_Stoiber_0005.npy,../data/lfw_embeddings_pemiu_reconstructed/Edmund_Stoiber_0005.npy,False,-0.12333511368720253,0.053711874557396275,-0.0021380928773864047,-0.008484515903368461,0.09178424972375453,0.41356213539827524,0.30621024076936704,0.1435361820490461
../data/lfw/Andrew_Shutley/Andrew_Shutley_0001.jpg,../data/features_cleaner/Andrew_Shutley_0001.npy,../data/lfw_embeddings_pemiu/Andrew_Shutley_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Andrew_Shutley_0001.npy,../data/lfw/Mitchell_Swartz/Mitchell_Swartz_0001.jpg,../data/features_cleaner/Mitchell_Swartz_0001.npy,../data/lfw_embeddings_pemiu/Mitchell_Swartz_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Mitchell_Swartz_0001.npy,False,0.05111686468718053,0.053711874557396275,0.02390382785882568,-0.008484515903368461,0.23630231483748526,0.41356213539827524,0.35983290963827674,0.1435361820490461
../data/lfw/Andrew_Shutley/Andrew_Shutley_0001.jpg,../data/features_cleaner/Andrew_Shutley_0001.npy,../data/lfw_embeddings_pemiu/Andrew_Shutley_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Andrew_Shutley_0001.npy,../data/lfw/Saeb_Erekat/Saeb_Erekat_0002.jpg,../data/features_cleaner/Saeb_Erekat_0002.npy,../data/lfw_embeddings_pemiu/Saeb_Erekat_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Saeb_Erekat_0002.npy,False,0.006841289029482508,0.053711874557396275,0.003650697915797974,-0.008484515903368461,0.19962390863382878,0.41356213539827524,0.31812988429330585,0.1435361820490461
../data/lfw/Andy_Dick/Andy_Dick_0001.jpg,../data/features_cleaner/Andy_Dick_0001.npy,../data/lfw_embeddings_pemiu/Andy_Dick_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Andy_Dick_0001.npy,../data/lfw/Simon_Yam/Simon_Yam_0001.jpg,../data/features_cleaner/Simon_Yam_0001.npy,../data/lfw_embeddings_pemiu/Simon_Yam_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Simon_Yam_0001.npy,False,0.02153693811775785,0.029080683201980335,0.01996836543898429,0.12773350395372463,0.21179795671065918,0.3663753100535285,0.351729436767639,0.2592204622940623
../data/lfw/Andy_Griffith/Andy_Griffith_0001.jpg,../data/features_cleaner/Andy_Griffith_0001.npy,../data/lfw_embeddings_pemiu/Andy_Griffith_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Andy_Griffith_0001.npy,../data/lfw/Osrat_Iosef/Osrat_Iosef_0001.jpg,../data/features_cleaner/Osrat_Iosef_0001.npy,../data/lfw_embeddings_pemiu/Osrat_Iosef_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Osrat_Iosef_0001.npy,False,0.004100607925308454,0.008770011546400959,0.04889207333706453,0.01962485498453231,0.19735349626040766,0.3274654537572114,0.4112859659034933,0.16740829781404185
../data/lfw/Andy_Wisecarver/Andy_Wisecarver_0001.jpg,../data/features_cleaner/Andy_Wisecarver_0001.npy,../data/lfw_embeddings_pemiu/Andy_Wisecarver_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Andy_Wisecarver_0001.npy,../data/lfw/Dimitar_Berbatov/Dimitar_Berbatov_0001.jpg,../data/features_cleaner/Dimitar_Berbatov_0001.npy,../data/lfw_embeddings_pemiu/Dimitar_Berbatov_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Dimitar_Berbatov_0001.npy,False,0.07997182762551551,0.044416383535817644,0.020104933369932288,0.01955511591646233,0.26020610458888266,0.3957544416899298,0.3520106424825905,0.16734907133355786
../data/lfw/Angela_Lansbury/Angela_Lansbury_0001.jpg,../data/features_cleaner/Angela_Lansbury_0001.npy,../data/lfw_embeddings_pemiu/Angela_Lansbury_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Angela_Lansbury_0001.npy,../data/lfw/Steven_Van_Zandt/Steven_Van_Zandt_0001.jpg,../data/features_cleaner/Steven_Van_Zandt_0001.npy,../data/lfw_embeddings_pemiu/Steven_Van_Zandt_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Steven_Van_Zandt_0001.npy,False,-0.07713762311475242,0.123182702009038,0.007640976847600573,0.03304592417631391,0.13005479278582555,0.5466498027471329,0.326346229317239,0.17880625185271207
../data/lfw/Angela_Lansbury/Angela_Lansbury_0002.jpg,../data/features_cleaner/Angela_Lansbury_0002.npy,../data/lfw_embeddings_pemiu/Angela_Lansbury_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Angela_Lansbury_0002.npy,../data/lfw/John_Coomber/John_Coomber_0001.jpg,../data/features_cleaner/John_Coomber_0001.npy,../data/lfw_embeddings_pemiu/John_Coomber_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/John_Coomber_0001.npy,False,0.08957618311150897,0.014175647588987393,0.05367136973711912,0.08293914468505431,0.26816246532743215,0.337821217720805,0.42112696921820414,0.2211784821179501
../data/lfw/Ann_Veneman/Ann_Veneman_0006.jpg,../data/features_cleaner/Ann_Veneman_0006.npy,../data/lfw_embeddings_pemiu/Ann_Veneman_0006.npy,../data/lfw_embeddings_pemiu_reconstructed/Ann_Veneman_0006.npy,../data/lfw/Sergio_Garcia/Sergio_Garcia_0002.jpg,../data/features_cleaner/Sergio_Garcia_0002.npy,../data/lfw_embeddings_pemiu/Sergio_Garcia_0002.npy,../data/lfw_embeddings_pemiu_reconstructed/Sergio_Garcia_0002.npy,False,-0.022144783107046272,-0.06163964808950584,-0.06608589437405513,-0.04506336876251836,0.17561150648480686,0.1925792331159974,0.174535936892755,0.11247128865507008
../data/lfw/Ann_Veneman/Ann_Veneman_0008.jpg,../data/features_cleaner/Ann_Veneman_0008.npy,../data/lfw_embeddings_pemiu/Ann_Veneman_0008.npy,../data/lfw_embeddings_pemiu_reconstructed/Ann_Veneman_0008.npy,../data/lfw/Ted_Williams/Ted_Williams_0001.jpg,../data/features_cleaner/Ted_Williams_0001.npy,../data/lfw_embeddings_pemiu/Ted_Williams_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Ted_Williams_0001.npy,False,-0.08113982446895099,-0.004428876696702448,0.011253786102409383,0.050808259881961824,0.12673932224032633,0.3021798869616286,0.33378533015467304,0.19389106239197812
../data/lfw/Annie-Jeanne_Reynaud/Annie-Jeanne_Reynaud_0001.jpg,../data/features_cleaner/Annie-Jeanne_Reynaud_0001.npy,../data/lfw_embeddings_pemiu/Annie-Jeanne_Reynaud_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Annie-Jeanne_Reynaud_0001.npy,../data/lfw/SJ_Twu/SJ_Twu_0001.jpg,../data/features_cleaner/SJ_Twu_0001.npy,../data/lfw_embeddings_pemiu/SJ_Twu_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/SJ_Twu_0001.npy,False,-0.044975539927105665,0.10544744712004804,-0.007455518818071481,0.06224560171001011,0.15669823974250435,0.5126737614417933,0.2952611800859967,0.20360431955635386
../data/lfw/Anthony_Carter/Anthony_Carter_0001.jpg,../data/features_cleaner/Anthony_Carter_0001.npy,../data/lfw_embeddings_pemiu/Anthony_Carter_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Anthony_Carter_0001.npy,../data/lfw/Eliza_Dushku/Eliza_Dushku_0001.jpg,../data/features_cleaner/Eliza_Dushku_0001.npy,../data/lfw_embeddings_pemiu/Eliza_Dushku_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Eliza_Dushku_0001.npy,False,-0.07637924790565769,0.06666959547436666,0.007896856201227329,-0.08821438775085978,0.13068303970437517,0.43838568960449964,0.32687310803670455,0.07582492880677451
../data/lfw/Antonio_Cassano/Antonio_Cassano_0001.jpg,../data/features_cleaner/Antonio_Cassano_0001.npy,../data/lfw_embeddings_pemiu/Antonio_Cassano_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Antonio_Cassano_0001.npy,../data/lfw/Paul_Celluci/Paul_Celluci_0001.jpg,../data/features_cleaner/Paul_Celluci_0001.npy,../data/lfw_embeddings_pemiu/Paul_Celluci_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Paul_Celluci_0001.npy,False,-0.02442823426040575,-0.00570612365277272,-0.04478812007276697,0.424682325490877,0.17371986876570328,0.29973302078416514,0.2183899794025574,0.5114067055324414
../data/lfw/Anwar_Ibrahim/Anwar_Ibrahim_0001.jpg,../data/features_cleaner/Anwar_Ibrahim_0001.npy,../data/lfw_embeddings_pemiu/Anwar_Ibrahim_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Anwar_Ibrahim_0001.npy,../data/lfw/David_Alpay/David_Alpay_0001.jpg,../data/features_cleaner/David_Alpay_0001.npy,../data/lfw_embeddings_pemiu/David_Alpay_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/David_Alpay_0001.npy,False,0.018604633848821314,-0.008921526116334287,-0.06641047356799838,0.028607161085268094,0.20936880145991157,0.29357316305451514,0.1738675989919198,0.17503659557739337
../data/lfw/Armand_Sargen/Armand_Sargen_0001.jpg,../data/features_cleaner/Armand_Sargen_0001.npy,../data/lfw_embeddings_pemiu/Armand_Sargen_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Armand_Sargen_0001.npy,../data/lfw/Daryl_Sabara/Daryl_Sabara_0001.jpg,../data/features_cleaner/Daryl_Sabara_0001.npy,../data/lfw_embeddings_pemiu/Daryl_Sabara_0001.npy,../data/lfw_embeddings_pemiu_reconstructed/Daryl_Sabara_0001.npy,False,-0.03367134250672518,0.25928184832862433,0.010545593657377242,0.05217531563439878,0.16606276947773668,0.8073796454203479,0.33232709789292525,0.1950520457988827
