,a_img,a_embedding_pemiu64,b_img,b_embedding_pemiu64,genuine,a_embedding_reconstructed64,cos_sim_a_pemiu_a_pemiu_reconstructed64
310,../data/lfw_align/Alanis_Morissette/Alanis_Morissette_0001.png,../data/features_cleaner_pemiu64/Alanis_Morissette_0001.npy,../data/lfw_align/Martin_Cauchon/Martin_Cauchon_0001.png,../data/features_cleaner_pemiu64/Martin_Cauchon_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0310/Alanis_Morissette_0001.npy,0.13553169706505017
311,../data/lfw_align/Alexander_Lukashenko/Alexander_Lukashenko_0001.png,../data/features_cleaner_pemiu64/Alexander_Lukashenko_0001.npy,../data/lfw_align/Heather_Chinnock/Heather_Chinnock_0001.png,../data/features_cleaner_pemiu64/Heather_Chinnock_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0311/Alexander_Lukashenko_0001.npy,0.14010825069651403
312,../data/lfw_align/Alfonso_Cuaron/Alfonso_Cuaron_0001.png,../data/features_cleaner_pemiu64/Alfonso_Cuaron_0001.npy,../data/lfw_align/Jason_Priestley/Jason_Priestley_0001.png,../data/features_cleaner_pemiu64/Jason_Priestley_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0312/Alfonso_Cuaron_0001.npy,0.17530064414568544
313,../data/lfw_align/Alfonso_Cuaron/Alfonso_Cuaron_0001.png,../data/features_cleaner_pemiu64/Alfonso_Cuaron_0001.npy,../data/lfw_align/Patty_Schnyder/Patty_Schnyder_0002.png,../data/features_cleaner_pemiu64/Patty_Schnyder_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0313/Alfonso_Cuaron_0001.npy,0.13303606948112504
314,../data/lfw_align/Alfonso_Soriano/Alfonso_Soriano_0001.png,../data/features_cleaner_pemiu64/Alfonso_Soriano_0001.npy,../data/lfw_align/Bill_Nelson/Bill_Nelson_0002.png,../data/features_cleaner_pemiu64/Bill_Nelson_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0314/Alfonso_Soriano_0001.npy,0.13487869970844735
315,../data/lfw_align/Alfonso_Soriano/Alfonso_Soriano_0001.png,../data/features_cleaner_pemiu64/Alfonso_Soriano_0001.npy,../data/lfw_align/Julio_De_Brun/Julio_De_Brun_0001.png,../data/features_cleaner_pemiu64/Julio_De_Brun_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0315/Alfonso_Soriano_0001.npy,0.17804641289041567
316,../data/lfw_align/Alfonso_Soriano/Alfonso_Soriano_0001.png,../data/features_cleaner_pemiu64/Alfonso_Soriano_0001.npy,../data/lfw_align/Patty_Schnyder/Patty_Schnyder_0003.png,../data/features_cleaner_pemiu64/Patty_Schnyder_0003.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0316/Alfonso_Soriano_0001.npy,0.09889163199260476
317,../data/lfw_align/Alonzo_Mourning/Alonzo_Mourning_0001.png,../data/features_cleaner_pemiu64/Alonzo_Mourning_0001.npy,../data/lfw_align/Cecilia_Cheung/Cecilia_Cheung_0001.png,../data/features_cleaner_pemiu64/Cecilia_Cheung_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0317/Alonzo_Mourning_0001.npy,0.14672528220797174
318,../data/lfw_align/Amber_Tamblyn/Amber_Tamblyn_0002.png,../data/features_cleaner_pemiu64/Amber_Tamblyn_0002.npy,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.png,../data/features_cleaner_pemiu64/Benjamin_Netanyahu_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0318/Amber_Tamblyn_0002.npy,0.1695082641538261
319,../data/lfw_align/Amporn_Falise/Amporn_Falise_0001.png,../data/features_cleaner_pemiu64/Amporn_Falise_0001.npy,../data/lfw_align/Joe_Pantoliano/Joe_Pantoliano_0001.png,../data/features_cleaner_pemiu64/Joe_Pantoliano_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0319/Amporn_Falise_0001.npy,0.13168795576311398
320,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002.png,../data/features_cleaner_pemiu64/Anders_Fogh_Rasmussen_0002.npy,../data/lfw_align/Johnson_Panjaitan/Johnson_Panjaitan_0002.png,../data/features_cleaner_pemiu64/Johnson_Panjaitan_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0320/Anders_Fogh_Rasmussen_0002.npy,0.15384206358342312
321,../data/lfw_align/Andre_Bucher/Andre_Bucher_0001.png,../data/features_cleaner_pemiu64/Andre_Bucher_0001.npy,../data/lfw_align/Joseph_Ralston/Joseph_Ralston_0001.png,../data/features_cleaner_pemiu64/Joseph_Ralston_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0321/Andre_Bucher_0001.npy,0.12825842817812658
322,../data/lfw_align/Andre_Bucher/Andre_Bucher_0001.png,../data/features_cleaner_pemiu64/Andre_Bucher_0001.npy,../data/lfw_align/Maria_Garcia/Maria_Garcia_0001.png,../data/features_cleaner_pemiu64/Maria_Garcia_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0322/Andre_Bucher_0001.npy,0.15486342403667083
323,../data/lfw_align/Andrew_Gilligan/Andrew_Gilligan_0001.png,../data/features_cleaner_pemiu64/Andrew_Gilligan_0001.npy,../data/lfw_align/Henry_Castellanos/Henry_Castellanos_0001.png,../data/features_cleaner_pemiu64/Henry_Castellanos_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0323/Andrew_Gilligan_0001.npy,0.19496501008680028
324,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner_pemiu64/Andrew_Shutley_0001.npy,../data/lfw_align/Edmund_Stoiber/Edmund_Stoiber_0005.png,../data/features_cleaner_pemiu64/Edmund_Stoiber_0005.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0324/Andrew_Shutley_0001.npy,0.1648560176307309
325,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner_pemiu64/Andrew_Shutley_0001.npy,../data/lfw_align/Mitchell_Swartz/Mitchell_Swartz_0001.png,../data/features_cleaner_pemiu64/Mitchell_Swartz_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0325/Andrew_Shutley_0001.npy,0.20511345130925282
326,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner_pemiu64/Andrew_Shutley_0001.npy,../data/lfw_align/Saeb_Erekat/Saeb_Erekat_0002.png,../data/features_cleaner_pemiu64/Saeb_Erekat_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0326/Andrew_Shutley_0001.npy,0.1899348637315765
327,../data/lfw_align/Andy_Dick/Andy_Dick_0001.png,../data/features_cleaner_pemiu64/Andy_Dick_0001.npy,../data/lfw_align/Simon_Yam/Simon_Yam_0001.png,../data/features_cleaner_pemiu64/Simon_Yam_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0327/Andy_Dick_0001.npy,0.12363919475572528
328,../data/lfw_align/Andy_Griffith/Andy_Griffith_0001.png,../data/features_cleaner_pemiu64/Andy_Griffith_0001.npy,../data/lfw_align/Osrat_Iosef/Osrat_Iosef_0001.png,../data/features_cleaner_pemiu64/Osrat_Iosef_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0328/Andy_Griffith_0001.npy,0.19197854691781624
329,../data/lfw_align/Andy_Wisecarver/Andy_Wisecarver_0001.png,../data/features_cleaner_pemiu64/Andy_Wisecarver_0001.npy,../data/lfw_align/Dimitar_Berbatov/Dimitar_Berbatov_0001.png,../data/features_cleaner_pemiu64/Dimitar_Berbatov_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0329/Andy_Wisecarver_0001.npy,0.17889137897958904
330,../data/lfw_align/Angela_Lansbury/Angela_Lansbury_0001.png,../data/features_cleaner_pemiu64/Angela_Lansbury_0001.npy,../data/lfw_align/Steven_Van_Zandt/Steven_Van_Zandt_0001.png,../data/features_cleaner_pemiu64/Steven_Van_Zandt_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0330/Angela_Lansbury_0001.npy,0.13185406426788449
331,../data/lfw_align/Angela_Lansbury/Angela_Lansbury_0002.png,../data/features_cleaner_pemiu64/Angela_Lansbury_0002.npy,../data/lfw_align/John_Coomber/John_Coomber_0001.png,../data/features_cleaner_pemiu64/John_Coomber_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0331/Angela_Lansbury_0002.npy,0.148777151734461
332,../data/lfw_align/Ann_Veneman/Ann_Veneman_0006.png,../data/features_cleaner_pemiu64/Ann_Veneman_0006.npy,../data/lfw_align/Sergio_Garcia/Sergio_Garcia_0002.png,../data/features_cleaner_pemiu64/Sergio_Garcia_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0332/Ann_Veneman_0006.npy,0.13654476199268836
333,../data/lfw_align/Ann_Veneman/Ann_Veneman_0008.png,../data/features_cleaner_pemiu64/Ann_Veneman_0008.npy,../data/lfw_align/Ted_Williams/Ted_Williams_0001.png,../data/features_cleaner_pemiu64/Ted_Williams_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0333/Ann_Veneman_0008.npy,0.14784265472487906
334,../data/lfw_align/Annie-Jeanne_Reynaud/Annie-Jeanne_Reynaud_0001.png,../data/features_cleaner_pemiu64/Annie-Jeanne_Reynaud_0001.npy,../data/lfw_align/SJ_Twu/SJ_Twu_0001.png,../data/features_cleaner_pemiu64/SJ_Twu_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0334/Annie-Jeanne_Reynaud_0001.npy,0.15910781385833203
335,../data/lfw_align/Anthony_Carter/Anthony_Carter_0001.png,../data/features_cleaner_pemiu64/Anthony_Carter_0001.npy,../data/lfw_align/Eliza_Dushku/Eliza_Dushku_0001.png,../data/features_cleaner_pemiu64/Eliza_Dushku_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0335/Anthony_Carter_0001.npy,0.12726506282296363
336,../data/lfw_align/Antonio_Cassano/Antonio_Cassano_0001.png,../data/features_cleaner_pemiu64/Antonio_Cassano_0001.npy,../data/lfw_align/Paul_Celluci/Paul_Celluci_0001.png,../data/features_cleaner_pemiu64/Paul_Celluci_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0336/Antonio_Cassano_0001.npy,0.15143039885012544
337,../data/lfw_align/Anwar_Ibrahim/Anwar_Ibrahim_0001.png,../data/features_cleaner_pemiu64/Anwar_Ibrahim_0001.npy,../data/lfw_align/David_Alpay/David_Alpay_0001.png,../data/features_cleaner_pemiu64/David_Alpay_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0337/Anwar_Ibrahim_0001.npy,0.16009835786149357
338,../data/lfw_align/Armand_Sargen/Armand_Sargen_0001.png,../data/features_cleaner_pemiu64/Armand_Sargen_0001.npy,../data/lfw_align/Daryl_Sabara/Daryl_Sabara_0001.png,../data/features_cleaner_pemiu64/Daryl_Sabara_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0338/Armand_Sargen_0001.npy,0.13492273987580727
339,../data/lfw_align/Armand_Sargen/Armand_Sargen_0001.png,../data/features_cleaner_pemiu64/Armand_Sargen_0001.npy,../data/lfw_align/Kelvin_Sampson/Kelvin_Sampson_0003.png,../data/features_cleaner_pemiu64/Kelvin_Sampson_0003.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0339/Armand_Sargen_0001.npy,0.1467098915540464
340,../data/lfw_align/Armand_Sargen/Armand_Sargen_0001.png,../data/features_cleaner_pemiu64/Armand_Sargen_0001.npy,../data/lfw_align/Lisa_Gottsegen/Lisa_Gottsegen_0002.png,../data/features_cleaner_pemiu64/Lisa_Gottsegen_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0340/Armand_Sargen_0001.npy,0.14941273696004945
341,../data/lfw_align/Atom_Egoyan/Atom_Egoyan_0001.png,../data/features_cleaner_pemiu64/Atom_Egoyan_0001.npy,../data/lfw_align/Bill_Stapleton/Bill_Stapleton_0001.png,../data/features_cleaner_pemiu64/Bill_Stapleton_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0341/Atom_Egoyan_0001.npy,0.1270611563450972
342,../data/lfw_align/Atom_Egoyan/Atom_Egoyan_0001.png,../data/features_cleaner_pemiu64/Atom_Egoyan_0001.npy,../data/lfw_align/Janis_Ruth_Coulter/Janis_Ruth_Coulter_0001.png,../data/features_cleaner_pemiu64/Janis_Ruth_Coulter_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0342/Atom_Egoyan_0001.npy,0.17897955322958656
343,../data/lfw_align/Barbara_Brezigar/Barbara_Brezigar_0002.png,../data/features_cleaner_pemiu64/Barbara_Brezigar_0002.npy,../data/lfw_align/Doris_Roberts/Doris_Roberts_0002.png,../data/features_cleaner_pemiu64/Doris_Roberts_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0343/Barbara_Brezigar_0002.npy,0.12551529945922466
344,../data/lfw_align/Barbara_Felt-Miller/Barbara_Felt-Miller_0001.png,../data/features_cleaner_pemiu64/Barbara_Felt-Miller_0001.npy,../data/lfw_align/Leticia_Dolera/Leticia_Dolera_0001.png,../data/features_cleaner_pemiu64/Leticia_Dolera_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0344/Barbara_Felt-Miller_0001.npy,0.1937431847083032
345,../data/lfw_align/Bart_Freundlich/Bart_Freundlich_0001.png,../data/features_cleaner_pemiu64/Bart_Freundlich_0001.npy,../data/lfw_align/Ernie_Grunfeld/Ernie_Grunfeld_0001.png,../data/features_cleaner_pemiu64/Ernie_Grunfeld_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0345/Bart_Freundlich_0001.npy,0.14603584241427542
346,../data/lfw_align/Bart_Freundlich/Bart_Freundlich_0001.png,../data/features_cleaner_pemiu64/Bart_Freundlich_0001.npy,../data/lfw_align/Kirsten_Gilham/Kirsten_Gilham_0001.png,../data/features_cleaner_pemiu64/Kirsten_Gilham_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0346/Bart_Freundlich_0001.npy,0.14918690444023527
347,../data/lfw_align/Benjamin_Martinez/Benjamin_Martinez_0001.png,../data/features_cleaner_pemiu64/Benjamin_Martinez_0001.npy,../data/lfw_align/Garry_McCoy/Garry_McCoy_0001.png,../data/features_cleaner_pemiu64/Garry_McCoy_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0347/Benjamin_Martinez_0001.npy,0.21883868432669945
348,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.png,../data/features_cleaner_pemiu64/Benjamin_Netanyahu_0001.npy,../data/lfw_align/Maria_Callas/Maria_Callas_0001.png,../data/features_cleaner_pemiu64/Maria_Callas_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0348/Benjamin_Netanyahu_0001.npy,0.1307801618271247
349,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0005.png,../data/features_cleaner_pemiu64/Benjamin_Netanyahu_0005.npy,../data/lfw_align/Frank_Beamer/Frank_Beamer_0001.png,../data/features_cleaner_pemiu64/Frank_Beamer_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0349/Benjamin_Netanyahu_0005.npy,0.16985876726329277
350,../data/lfw_align/Bernard_Law/Bernard_Law_0001.png,../data/features_cleaner_pemiu64/Bernard_Law_0001.npy,../data/lfw_align/Liu_Xiaoqing/Liu_Xiaoqing_0001.png,../data/features_cleaner_pemiu64/Liu_Xiaoqing_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0350/Bernard_Law_0001.npy,0.14100214831237914
351,../data/lfw_align/Bernard_Law/Bernard_Law_0003.png,../data/features_cleaner_pemiu64/Bernard_Law_0003.npy,../data/lfw_align/Valerie_Harper/Valerie_Harper_0002.png,../data/features_cleaner_pemiu64/Valerie_Harper_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0351/Bernard_Law_0003.npy,0.13244874373255258
352,../data/lfw_align/Bertrand_Bonello/Bertrand_Bonello_0001.png,../data/features_cleaner_pemiu64/Bertrand_Bonello_0001.npy,../data/lfw_align/Jong_Thae_Hwa/Jong_Thae_Hwa_0002.png,../data/features_cleaner_pemiu64/Jong_Thae_Hwa_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0352/Bertrand_Bonello_0001.npy,0.15475936355801823
353,../data/lfw_align/Bill_Bradley/Bill_Bradley_0001.png,../data/features_cleaner_pemiu64/Bill_Bradley_0001.npy,../data/lfw_align/Chen_Tsai-chin/Chen_Tsai-chin_0001.png,../data/features_cleaner_pemiu64/Chen_Tsai-chin_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0353/Bill_Bradley_0001.npy,0.15665935633370415
354,../data/lfw_align/Bill_Bradley/Bill_Bradley_0001.png,../data/features_cleaner_pemiu64/Bill_Bradley_0001.npy,../data/lfw_align/Helen_Alvare/Helen_Alvare_0001.png,../data/features_cleaner_pemiu64/Helen_Alvare_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0354/Bill_Bradley_0001.npy,0.15857305774328653
355,../data/lfw_align/Bill_Elliott/Bill_Elliott_0001.png,../data/features_cleaner_pemiu64/Bill_Elliott_0001.npy,../data/lfw_align/Mary_Anne_Souza/Mary_Anne_Souza_0001.png,../data/features_cleaner_pemiu64/Mary_Anne_Souza_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0355/Bill_Elliott_0001.npy,0.15520415770474305
356,../data/lfw_align/Bill_Frist/Bill_Frist_0005.png,../data/features_cleaner_pemiu64/Bill_Frist_0005.npy,../data/lfw_align/Jimmy_Kimmel/Jimmy_Kimmel_0002.png,../data/features_cleaner_pemiu64/Jimmy_Kimmel_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0356/Bill_Frist_0005.npy,0.19090197476106685
357,../data/lfw_align/Bill_Maher/Bill_Maher_0001.png,../data/features_cleaner_pemiu64/Bill_Maher_0001.npy,../data/lfw_align/Brad_Russ/Brad_Russ_0001.png,../data/features_cleaner_pemiu64/Brad_Russ_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0357/Bill_Maher_0001.npy,0.15094624559615163
358,../data/lfw_align/Bill_Maher/Bill_Maher_0001.png,../data/features_cleaner_pemiu64/Bill_Maher_0001.npy,../data/lfw_align/Juliette_Binoche/Juliette_Binoche_0001.png,../data/features_cleaner_pemiu64/Juliette_Binoche_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0358/Bill_Maher_0001.npy,0.14720410220100422
359,../data/lfw_align/Bill_Nelson/Bill_Nelson_0001.png,../data/features_cleaner_pemiu64/Bill_Nelson_0001.npy,../data/lfw_align/Kim_Jong-Il/Kim_Jong-Il_0003.png,../data/features_cleaner_pemiu64/Kim_Jong-Il_0003.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0359/Bill_Nelson_0001.npy,0.14564135966827607
360,../data/lfw_align/Bill_Nelson/Bill_Nelson_0002.png,../data/features_cleaner_pemiu64/Bill_Nelson_0002.npy,../data/lfw_align/Gillian_Anderson/Gillian_Anderson_0001.png,../data/features_cleaner_pemiu64/Gillian_Anderson_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0360/Bill_Nelson_0002.npy,0.16395266617419058
361,../data/lfw_align/Bill_Stapleton/Bill_Stapleton_0001.png,../data/features_cleaner_pemiu64/Bill_Stapleton_0001.npy,../data/lfw_align/Sedigh_Barmak/Sedigh_Barmak_0001.png,../data/features_cleaner_pemiu64/Sedigh_Barmak_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0361/Bill_Stapleton_0001.npy,0.17645426702420014
362,../data/lfw_align/Bill_Stapleton/Bill_Stapleton_0001.png,../data/features_cleaner_pemiu64/Bill_Stapleton_0001.npy,../data/lfw_align/Valerie_Harper/Valerie_Harper_0001.png,../data/features_cleaner_pemiu64/Valerie_Harper_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0362/Bill_Stapleton_0001.npy,0.14844953701267954
363,../data/lfw_align/Billy_Bob_Thornton/Billy_Bob_Thornton_0001.png,../data/features_cleaner_pemiu64/Billy_Bob_Thornton_0001.npy,../data/lfw_align/Herb_Dhaliwal/Herb_Dhaliwal_0001.png,../data/features_cleaner_pemiu64/Herb_Dhaliwal_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0363/Billy_Bob_Thornton_0001.npy,0.13620103684601603
364,../data/lfw_align/Billy_Bob_Thornton/Billy_Bob_Thornton_0001.png,../data/features_cleaner_pemiu64/Billy_Bob_Thornton_0001.npy,../data/lfw_align/Nong_Duc_Manh/Nong_Duc_Manh_0001.png,../data/features_cleaner_pemiu64/Nong_Duc_Manh_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0364/Billy_Bob_Thornton_0001.npy,0.1835059714908026
365,../data/lfw_align/Bob_Alper/Bob_Alper_0001.png,../data/features_cleaner_pemiu64/Bob_Alper_0001.npy,../data/lfw_align/Kevin_Millwood/Kevin_Millwood_0001.png,../data/features_cleaner_pemiu64/Kevin_Millwood_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0365/Bob_Alper_0001.npy,0.11327880684438567
366,../data/lfw_align/Bob_Graham/Bob_Graham_0002.png,../data/features_cleaner_pemiu64/Bob_Graham_0002.npy,../data/lfw_align/Dwayne_Wade/Dwayne_Wade_0001.png,../data/features_cleaner_pemiu64/Dwayne_Wade_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0366/Bob_Graham_0002.npy,0.17051910208181778
367,../data/lfw_align/Bob_Petrino/Bob_Petrino_0001.png,../data/features_cleaner_pemiu64/Bob_Petrino_0001.npy,../data/lfw_align/Geraldine_Chaplin/Geraldine_Chaplin_0004.png,../data/features_cleaner_pemiu64/Geraldine_Chaplin_0004.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0367/Bob_Petrino_0001.npy,0.16307302226806128
368,../data/lfw_align/Bob_Petrino/Bob_Petrino_0001.png,../data/features_cleaner_pemiu64/Bob_Petrino_0001.npy,../data/lfw_align/Jorge_Castaneda/Jorge_Castaneda_0001.png,../data/features_cleaner_pemiu64/Jorge_Castaneda_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0368/Bob_Petrino_0001.npy,0.16919558993602019
369,../data/lfw_align/Boris_Becker/Boris_Becker_0004.png,../data/features_cleaner_pemiu64/Boris_Becker_0004.npy,../data/lfw_align/Julianna_Margulies/Julianna_Margulies_0002.png,../data/features_cleaner_pemiu64/Julianna_Margulies_0002.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0369/Boris_Becker_0004.npy,0.1259212183535187
370,../data/lfw_align/Brad_Russ/Brad_Russ_0001.png,../data/features_cleaner_pemiu64/Brad_Russ_0001.npy,../data/lfw_align/Hana_Urushima/Hana_Urushima_0001.png,../data/features_cleaner_pemiu64/Hana_Urushima_0001.npy,False,../data/features_cleaner_pemiu64_reconstructed_impostor/0370/Brad_Russ_0001.npy,0.11695097969937288
