,a_img,a_embedding_pemiu,b_img,b_embedding_pemiu,genuine,a_embedding_reconstructed,cos_sim_a_pemiu_a_pemiu_reconstructed
320,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002.png,../data/features_cleaner_pemiu/Anders_Fogh_Rasmussen_0002.npy,../data/lfw_align/Johnson_Panjaitan/Johnson_Panjaitan_0002.png,../data/features_cleaner_pemiu/Johnson_Panjaitan_0002.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0320/Anders_Fogh_Rasmussen_0002.npy,0.4456834108147155
321,../data/lfw_align/Andre_Bucher/Andre_Bucher_0001.png,../data/features_cleaner_pemiu/Andre_Bucher_0001.npy,../data/lfw_align/Joseph_Ralston/Joseph_Ralston_0001.png,../data/features_cleaner_pemiu/Joseph_Ralston_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0321/Andre_Bucher_0001.npy,0.448733619912655
322,../data/lfw_align/Andre_Bucher/Andre_Bucher_0001.png,../data/features_cleaner_pemiu/Andre_Bucher_0001.npy,../data/lfw_align/Maria_Garcia/Maria_Garcia_0001.png,../data/features_cleaner_pemiu/Maria_Garcia_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0322/Andre_Bucher_0001.npy,0.44912538645507183
323,../data/lfw_align/Andrew_Gilligan/Andrew_Gilligan_0001.png,../data/features_cleaner_pemiu/Andrew_Gilligan_0001.npy,../data/lfw_align/Henry_Castellanos/Henry_Castellanos_0001.png,../data/features_cleaner_pemiu/Henry_Castellanos_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0323/Andrew_Gilligan_0001.npy,0.4411839512677228
324,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner_pemiu/Andrew_Shutley_0001.npy,../data/lfw_align/Edmund_Stoiber/Edmund_Stoiber_0005.png,../data/features_cleaner_pemiu/Edmund_Stoiber_0005.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0324/Andrew_Shutley_0001.npy,0.4663907918371727
325,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner_pemiu/Andrew_Shutley_0001.npy,../data/lfw_align/Mitchell_Swartz/Mitchell_Swartz_0001.png,../data/features_cleaner_pemiu/Mitchell_Swartz_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0325/Andrew_Shutley_0001.npy,0.46130124698997155
326,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner_pemiu/Andrew_Shutley_0001.npy,../data/lfw_align/Saeb_Erekat/Saeb_Erekat_0002.png,../data/features_cleaner_pemiu/Saeb_Erekat_0002.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0326/Andrew_Shutley_0001.npy,0.45720393802054704
327,../data/lfw_align/Andy_Dick/Andy_Dick_0001.png,../data/features_cleaner_pemiu/Andy_Dick_0001.npy,../data/lfw_align/Simon_Yam/Simon_Yam_0001.png,../data/features_cleaner_pemiu/Simon_Yam_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0327/Andy_Dick_0001.npy,0.4454005953035254
328,../data/lfw_align/Andy_Griffith/Andy_Griffith_0001.png,../data/features_cleaner_pemiu/Andy_Griffith_0001.npy,../data/lfw_align/Osrat_Iosef/Osrat_Iosef_0001.png,../data/features_cleaner_pemiu/Osrat_Iosef_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0328/Andy_Griffith_0001.npy,0.4662298227487327
329,../data/lfw_align/Andy_Wisecarver/Andy_Wisecarver_0001.png,../data/features_cleaner_pemiu/Andy_Wisecarver_0001.npy,../data/lfw_align/Dimitar_Berbatov/Dimitar_Berbatov_0001.png,../data/features_cleaner_pemiu/Dimitar_Berbatov_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0329/Andy_Wisecarver_0001.npy,0.4767233296987644
330,../data/lfw_align/Angela_Lansbury/Angela_Lansbury_0001.png,../data/features_cleaner_pemiu/Angela_Lansbury_0001.npy,../data/lfw_align/Steven_Van_Zandt/Steven_Van_Zandt_0001.png,../data/features_cleaner_pemiu/Steven_Van_Zandt_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0330/Angela_Lansbury_0001.npy,0.43937725564004154
331,../data/lfw_align/Angela_Lansbury/Angela_Lansbury_0002.png,../data/features_cleaner_pemiu/Angela_Lansbury_0002.npy,../data/lfw_align/John_Coomber/John_Coomber_0001.png,../data/features_cleaner_pemiu/John_Coomber_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0331/Angela_Lansbury_0002.npy,0.4594307071390514
332,../data/lfw_align/Ann_Veneman/Ann_Veneman_0006.png,../data/features_cleaner_pemiu/Ann_Veneman_0006.npy,../data/lfw_align/Sergio_Garcia/Sergio_Garcia_0002.png,../data/features_cleaner_pemiu/Sergio_Garcia_0002.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0332/Ann_Veneman_0006.npy,0.4228605811997075
333,../data/lfw_align/Ann_Veneman/Ann_Veneman_0008.png,../data/features_cleaner_pemiu/Ann_Veneman_0008.npy,../data/lfw_align/Ted_Williams/Ted_Williams_0001.png,../data/features_cleaner_pemiu/Ted_Williams_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0333/Ann_Veneman_0008.npy,0.44090947019527377
334,../data/lfw_align/Annie-Jeanne_Reynaud/Annie-Jeanne_Reynaud_0001.png,../data/features_cleaner_pemiu/Annie-Jeanne_Reynaud_0001.npy,../data/lfw_align/SJ_Twu/SJ_Twu_0001.png,../data/features_cleaner_pemiu/SJ_Twu_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0334/Annie-Jeanne_Reynaud_0001.npy,0.4776881357767078
335,../data/lfw_align/Anthony_Carter/Anthony_Carter_0001.png,../data/features_cleaner_pemiu/Anthony_Carter_0001.npy,../data/lfw_align/Eliza_Dushku/Eliza_Dushku_0001.png,../data/features_cleaner_pemiu/Eliza_Dushku_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0335/Anthony_Carter_0001.npy,0.48980378895222076
336,../data/lfw_align/Antonio_Cassano/Antonio_Cassano_0001.png,../data/features_cleaner_pemiu/Antonio_Cassano_0001.npy,../data/lfw_align/Paul_Celluci/Paul_Celluci_0001.png,../data/features_cleaner_pemiu/Paul_Celluci_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0336/Antonio_Cassano_0001.npy,0.45044957680585573
337,../data/lfw_align/Anwar_Ibrahim/Anwar_Ibrahim_0001.png,../data/features_cleaner_pemiu/Anwar_Ibrahim_0001.npy,../data/lfw_align/David_Alpay/David_Alpay_0001.png,../data/features_cleaner_pemiu/David_Alpay_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0337/Anwar_Ibrahim_0001.npy,0.454969675745152
338,../data/lfw_align/Armand_Sargen/Armand_Sargen_0001.png,../data/features_cleaner_pemiu/Armand_Sargen_0001.npy,../data/lfw_align/Daryl_Sabara/Daryl_Sabara_0001.png,../data/features_cleaner_pemiu/Daryl_Sabara_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0338/Armand_Sargen_0001.npy,0.44128928661726136
339,../data/lfw_align/Armand_Sargen/Armand_Sargen_0001.png,../data/features_cleaner_pemiu/Armand_Sargen_0001.npy,../data/lfw_align/Kelvin_Sampson/Kelvin_Sampson_0003.png,../data/features_cleaner_pemiu/Kelvin_Sampson_0003.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0339/Armand_Sargen_0001.npy,0.4335562253712235
340,../data/lfw_align/Armand_Sargen/Armand_Sargen_0001.png,../data/features_cleaner_pemiu/Armand_Sargen_0001.npy,../data/lfw_align/Lisa_Gottsegen/Lisa_Gottsegen_0002.png,../data/features_cleaner_pemiu/Lisa_Gottsegen_0002.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0340/Armand_Sargen_0001.npy,0.43272591034447316
341,../data/lfw_align/Atom_Egoyan/Atom_Egoyan_0001.png,../data/features_cleaner_pemiu/Atom_Egoyan_0001.npy,../data/lfw_align/Bill_Stapleton/Bill_Stapleton_0001.png,../data/features_cleaner_pemiu/Bill_Stapleton_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0341/Atom_Egoyan_0001.npy,0.4295482850539792
342,../data/lfw_align/Atom_Egoyan/Atom_Egoyan_0001.png,../data/features_cleaner_pemiu/Atom_Egoyan_0001.npy,../data/lfw_align/Janis_Ruth_Coulter/Janis_Ruth_Coulter_0001.png,../data/features_cleaner_pemiu/Janis_Ruth_Coulter_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0342/Atom_Egoyan_0001.npy,0.452776800020301
343,../data/lfw_align/Barbara_Brezigar/Barbara_Brezigar_0002.png,../data/features_cleaner_pemiu/Barbara_Brezigar_0002.npy,../data/lfw_align/Doris_Roberts/Doris_Roberts_0002.png,../data/features_cleaner_pemiu/Doris_Roberts_0002.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0343/Barbara_Brezigar_0002.npy,0.4408607381495841
344,../data/lfw_align/Barbara_Felt-Miller/Barbara_Felt-Miller_0001.png,../data/features_cleaner_pemiu/Barbara_Felt-Miller_0001.npy,../data/lfw_align/Leticia_Dolera/Leticia_Dolera_0001.png,../data/features_cleaner_pemiu/Leticia_Dolera_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0344/Barbara_Felt-Miller_0001.npy,0.4505592435531442
345,../data/lfw_align/Bart_Freundlich/Bart_Freundlich_0001.png,../data/features_cleaner_pemiu/Bart_Freundlich_0001.npy,../data/lfw_align/Ernie_Grunfeld/Ernie_Grunfeld_0001.png,../data/features_cleaner_pemiu/Ernie_Grunfeld_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0345/Bart_Freundlich_0001.npy,0.4460151520738024
346,../data/lfw_align/Bart_Freundlich/Bart_Freundlich_0001.png,../data/features_cleaner_pemiu/Bart_Freundlich_0001.npy,../data/lfw_align/Kirsten_Gilham/Kirsten_Gilham_0001.png,../data/features_cleaner_pemiu/Kirsten_Gilham_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0346/Bart_Freundlich_0001.npy,0.42707317470752876
347,../data/lfw_align/Benjamin_Martinez/Benjamin_Martinez_0001.png,../data/features_cleaner_pemiu/Benjamin_Martinez_0001.npy,../data/lfw_align/Garry_McCoy/Garry_McCoy_0001.png,../data/features_cleaner_pemiu/Garry_McCoy_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0347/Benjamin_Martinez_0001.npy,0.4433286587533461
348,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.png,../data/features_cleaner_pemiu/Benjamin_Netanyahu_0001.npy,../data/lfw_align/Maria_Callas/Maria_Callas_0001.png,../data/features_cleaner_pemiu/Maria_Callas_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0348/Benjamin_Netanyahu_0001.npy,0.4419175914719652
349,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0005.png,../data/features_cleaner_pemiu/Benjamin_Netanyahu_0005.npy,../data/lfw_align/Frank_Beamer/Frank_Beamer_0001.png,../data/features_cleaner_pemiu/Frank_Beamer_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0349/Benjamin_Netanyahu_0005.npy,0.4717318161677151
350,../data/lfw_align/Bernard_Law/Bernard_Law_0001.png,../data/features_cleaner_pemiu/Bernard_Law_0001.npy,../data/lfw_align/Liu_Xiaoqing/Liu_Xiaoqing_0001.png,../data/features_cleaner_pemiu/Liu_Xiaoqing_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0350/Bernard_Law_0001.npy,0.4693581987955502
351,../data/lfw_align/Bernard_Law/Bernard_Law_0003.png,../data/features_cleaner_pemiu/Bernard_Law_0003.npy,../data/lfw_align/Valerie_Harper/Valerie_Harper_0002.png,../data/features_cleaner_pemiu/Valerie_Harper_0002.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0351/Bernard_Law_0003.npy,0.4626622561293898
352,../data/lfw_align/Bertrand_Bonello/Bertrand_Bonello_0001.png,../data/features_cleaner_pemiu/Bertrand_Bonello_0001.npy,../data/lfw_align/Jong_Thae_Hwa/Jong_Thae_Hwa_0002.png,../data/features_cleaner_pemiu/Jong_Thae_Hwa_0002.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0352/Bertrand_Bonello_0001.npy,0.46091425114829837
353,../data/lfw_align/Bill_Bradley/Bill_Bradley_0001.png,../data/features_cleaner_pemiu/Bill_Bradley_0001.npy,../data/lfw_align/Chen_Tsai-chin/Chen_Tsai-chin_0001.png,../data/features_cleaner_pemiu/Chen_Tsai-chin_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0353/Bill_Bradley_0001.npy,0.4455259808169578
354,../data/lfw_align/Bill_Bradley/Bill_Bradley_0001.png,../data/features_cleaner_pemiu/Bill_Bradley_0001.npy,../data/lfw_align/Helen_Alvare/Helen_Alvare_0001.png,../data/features_cleaner_pemiu/Helen_Alvare_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0354/Bill_Bradley_0001.npy,0.4643029738153694
355,../data/lfw_align/Bill_Elliott/Bill_Elliott_0001.png,../data/features_cleaner_pemiu/Bill_Elliott_0001.npy,../data/lfw_align/Mary_Anne_Souza/Mary_Anne_Souza_0001.png,../data/features_cleaner_pemiu/Mary_Anne_Souza_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0355/Bill_Elliott_0001.npy,0.4458438105818349
356,../data/lfw_align/Bill_Frist/Bill_Frist_0005.png,../data/features_cleaner_pemiu/Bill_Frist_0005.npy,../data/lfw_align/Jimmy_Kimmel/Jimmy_Kimmel_0002.png,../data/features_cleaner_pemiu/Jimmy_Kimmel_0002.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0356/Bill_Frist_0005.npy,0.4873192901966091
357,../data/lfw_align/Bill_Maher/Bill_Maher_0001.png,../data/features_cleaner_pemiu/Bill_Maher_0001.npy,../data/lfw_align/Brad_Russ/Brad_Russ_0001.png,../data/features_cleaner_pemiu/Brad_Russ_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0357/Bill_Maher_0001.npy,0.46633109997639416
358,../data/lfw_align/Bill_Maher/Bill_Maher_0001.png,../data/features_cleaner_pemiu/Bill_Maher_0001.npy,../data/lfw_align/Juliette_Binoche/Juliette_Binoche_0001.png,../data/features_cleaner_pemiu/Juliette_Binoche_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0358/Bill_Maher_0001.npy,0.4387193459280136
359,../data/lfw_align/Bill_Nelson/Bill_Nelson_0001.png,../data/features_cleaner_pemiu/Bill_Nelson_0001.npy,../data/lfw_align/Kim_Jong-Il/Kim_Jong-Il_0003.png,../data/features_cleaner_pemiu/Kim_Jong-Il_0003.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0359/Bill_Nelson_0001.npy,0.4560096169950811
360,../data/lfw_align/Bill_Nelson/Bill_Nelson_0002.png,../data/features_cleaner_pemiu/Bill_Nelson_0002.npy,../data/lfw_align/Gillian_Anderson/Gillian_Anderson_0001.png,../data/features_cleaner_pemiu/Gillian_Anderson_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0360/Bill_Nelson_0002.npy,0.4824788214113447
361,../data/lfw_align/Bill_Stapleton/Bill_Stapleton_0001.png,../data/features_cleaner_pemiu/Bill_Stapleton_0001.npy,../data/lfw_align/Sedigh_Barmak/Sedigh_Barmak_0001.png,../data/features_cleaner_pemiu/Sedigh_Barmak_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0361/Bill_Stapleton_0001.npy,0.4140724877519583
362,../data/lfw_align/Bill_Stapleton/Bill_Stapleton_0001.png,../data/features_cleaner_pemiu/Bill_Stapleton_0001.npy,../data/lfw_align/Valerie_Harper/Valerie_Harper_0001.png,../data/features_cleaner_pemiu/Valerie_Harper_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0362/Bill_Stapleton_0001.npy,0.4604342453027542
363,../data/lfw_align/Billy_Bob_Thornton/Billy_Bob_Thornton_0001.png,../data/features_cleaner_pemiu/Billy_Bob_Thornton_0001.npy,../data/lfw_align/Herb_Dhaliwal/Herb_Dhaliwal_0001.png,../data/features_cleaner_pemiu/Herb_Dhaliwal_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0363/Billy_Bob_Thornton_0001.npy,0.4395237557687552
364,../data/lfw_align/Billy_Bob_Thornton/Billy_Bob_Thornton_0001.png,../data/features_cleaner_pemiu/Billy_Bob_Thornton_0001.npy,../data/lfw_align/Nong_Duc_Manh/Nong_Duc_Manh_0001.png,../data/features_cleaner_pemiu/Nong_Duc_Manh_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0364/Billy_Bob_Thornton_0001.npy,0.4516928261694544
365,../data/lfw_align/Bob_Alper/Bob_Alper_0001.png,../data/features_cleaner_pemiu/Bob_Alper_0001.npy,../data/lfw_align/Kevin_Millwood/Kevin_Millwood_0001.png,../data/features_cleaner_pemiu/Kevin_Millwood_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0365/Bob_Alper_0001.npy,0.4610211951389155
366,../data/lfw_align/Bob_Graham/Bob_Graham_0002.png,../data/features_cleaner_pemiu/Bob_Graham_0002.npy,../data/lfw_align/Dwayne_Wade/Dwayne_Wade_0001.png,../data/features_cleaner_pemiu/Dwayne_Wade_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0366/Bob_Graham_0002.npy,0.4603102726101361
367,../data/lfw_align/Bob_Petrino/Bob_Petrino_0001.png,../data/features_cleaner_pemiu/Bob_Petrino_0001.npy,../data/lfw_align/Geraldine_Chaplin/Geraldine_Chaplin_0004.png,../data/features_cleaner_pemiu/Geraldine_Chaplin_0004.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0367/Bob_Petrino_0001.npy,0.4282572161198128
368,../data/lfw_align/Bob_Petrino/Bob_Petrino_0001.png,../data/features_cleaner_pemiu/Bob_Petrino_0001.npy,../data/lfw_align/Jorge_Castaneda/Jorge_Castaneda_0001.png,../data/features_cleaner_pemiu/Jorge_Castaneda_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0368/Bob_Petrino_0001.npy,0.4348731009171958
369,../data/lfw_align/Boris_Becker/Boris_Becker_0004.png,../data/features_cleaner_pemiu/Boris_Becker_0004.npy,../data/lfw_align/Julianna_Margulies/Julianna_Margulies_0002.png,../data/features_cleaner_pemiu/Julianna_Margulies_0002.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0369/Boris_Becker_0004.npy,0.45677910907182584
370,../data/lfw_align/Brad_Russ/Brad_Russ_0001.png,../data/features_cleaner_pemiu/Brad_Russ_0001.npy,../data/lfw_align/Hana_Urushima/Hana_Urushima_0001.png,../data/features_cleaner_pemiu/Hana_Urushima_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0370/Brad_Russ_0001.npy,0.45379454914412687
371,../data/lfw_align/Brad_Russ/Brad_Russ_0001.png,../data/features_cleaner_pemiu/Brad_Russ_0001.npy,../data/lfw_align/Romeo_Gigli/Romeo_Gigli_0001.png,../data/features_cleaner_pemiu/Romeo_Gigli_0001.npy,False,../data/features_cleaner_pemiu16_reconstructed_impostor/0371/Brad_Russ_0001.npy,0.41060303588429214
